Sentence,Unigram_Add-One,Unigram_Add-K,Unigram_Token-Type,Bigram_Add-One,Bigram_Add-K,Bigram_Token-Type,Trigram_Add-One,Trigram_Add-K,Trigram_Token-Type,Quadrigram_Add-One,Quadrigram_Add-K,Quadrigram_Token-Type
<s> साल 1963 में कानपुर में कवि रमेश श्रीवास्तव उर्फ बलई काका के यहाँ जन्म लेने वाले राजू श्रीवास्तव को बचपन से ही फ़िल्मी सितारों की मिमिक्री करने का शौक था. </s>,-285.3791514852915,-285.32022094025444,-435.2696111494843,-620.0295196487397,-620.003159290883,-645.9742232062555,-762.0320094069815,-760.0046795929503,-782.9024986613468,-786.489176000546,-785.9828072914152,-790.9889791499552
<s> ये संघ परिवार का आंतरिक मामला है. </s>,-80.79209619711654,-80.76696882732041,-131.44124488566285,-143.04872716384767,-143.04538856385872,-150.84821536352138,-178.22127267644393,-177.72050295540743,-181.9101399032195,-165.78612669557128,-165.78612669557128,-165.78612669557128
<s> आप लोगों को शर्म आनी चाहिए. </s>,-74.58020007601178,-74.55894690896314,-117.5251483412813,-111.53464751514487,-111.5288476218411,-123.17000687893939,-132.40624226317834,-131.3903363950697,-142.77208055961214,-124.26095967968257,-123.76130974050005,-127.84447399038744
<s> उन्होंने शेफ़ाली वर्मा के साथ ओपनिंग विकेट की साझेदारी में 292 रन जोड़े. </s>,-146.40026771998058,-146.36228335513553,-223.15887287519595,-283.9458562343968,-283.93190716218,-302.2745673863328,-328.2378591046663,-327.23200924655,-336.1892556088428,-331.57225339114257,-331.57225339114257,-331.57225339114257
<s> सुपर ओवर में अमेरीका ने 19 रनों का लक्ष्य रखा लेकिन पाकिस्तान की टीम सिर्फ़ 13 रन बना सकी. </s>,-177.98108290554438,-177.93028622540797,-290.67477732793833,-345.99832360315514,-345.9741831859344,-370.1505110945548,-456.3952702964295,-454.3597892754345,-478.9612249345169,-482.5044631810217,-481.9979075653833,-487.04774675454007
<s> लाहौर और पेशावर दोनों ही टीमों ने इस मैच में जीत के लिए पूरा ज़ोर लगाया. </s>,-143.87001802276157,-143.8186427979418,-248.44904069596586,-281.25900259050997,-281.23100892293013,-314.83858685321354,-304.7429136718678,-300.7076580040629,-350.0399232997379,-341.24191649394163,-338.7211493397343,-362.9121491164633
"<s> ये आँकड़े इस बात की तरफ शायद इशारा करते है कि खिलाड़ी चाहे कितना भी लाजवाब क्यों ना हो, हर किसी को एक ऐसे दौर से गुज़रना पड़ता है, जब क्रिकेट उन्हें अचानक से निर्दयी दिखने लगता है. </s>",-371.8340561891585,-371.7449274731996,-572.9394714455742,-761.9823846369244,-761.9531634171516,-810.5805084756698,-949.2874631083008,-946.2546728619991,-980.936218445715,-1022.3477812893562,-1022.3477812893562,-1022.3477812893562
"<s> वो कहते हैं, ""मुझे इस बात की चिंता है कि हमें चंद्रमा के दक्षिणी ध्रुव पर पानी मिला है, चीन वहां पहुंच कर कहता है कि यह हमारा क्षेत्र है और आप यहां नहीं आ सकते हैं. </s>",-346.30389417173836,-346.1942169361216,-569.9118331239144,-602.7094167600587,-602.6584171775556,-670.3602676667731,-830.9260697473467,-825.3750369929722,-895.7694060454878,-939.2094140151811,-937.2159549659156,-953.4742333656569
"<s> उन्होंने कहा, ''जब एक महिला के लिए बैरियर टूटता है तो सारी महिलाओं के लिए रास्ता साफ होता है. </s>",-204.1845233489842,-204.13122161329576,-316.8326827903406,-343.74916340390394,-343.72866517953804,-383.09617077846735,-455.04230414982476,-453.03554206468,-478.9611485993676,-483.7896692683223,-483.29435866902725,-487.04774879796247
"<s> फ़िल्म में मैगज़ीन एडिटर का काम किया था मराठी अभिनेत्री भक्ति बर्वे ने, ये रोल पहले अपर्णा सेन को ऑफर किया गया था. </s>",-244.55985931474132,-244.50969993172333,-358.66787565541506,-501.8216095045653,-501.8129577278883,-522.6274370507347,-567.8090508073378,-565.787726911588,-589.4851762092381,-592.9469262866528,-592.4400733300079,-597.5718309778537
<s> भारत ने दोनों ही पक्षों से बातचीत कर शांतिपूर्ण तरीके से समाधान की लगातार अपील की है. </s>,-144.9201202211848,-144.8635434650512,-261.7193369017743,-268.2653909761018,-268.237432892216,-300.8234872145959,-384.81313873326485,-382.27761798726254,-412.19205293528216,-442.09633785485676,-442.09633785485676,-442.09633785485676
<s> भारत के चर्चित अभिनेता नसीरुद्दीन शाह ने गदर-2 और द कश्मीर फ़ाइल्स जैसी फ़िल्मों की आलोचना की है. </s>,-208.37109026445907,-208.32079964378684,-303.97301987093704,-393.2647184330212,-393.246551632264,-412.66692353756787,-460.0046773489062,-458.9853909992417,-474.34399432244794,-469.7273589707853,-469.7273589707853,-469.7273589707853
"<s> मसान की शूटिंग शुरू होने से पहले जिस अभिनेता का चयन हुआ, वे किसी कारण से उसे कर नहीं पाए. </s>",-188.45625345615514,-188.3985451733145,-317.2372946460994,-366.922084498245,-366.8924935682656,-397.7459654092767,-465.6357343229446,-463.0966636155592,-495.08502642284924,-494.6345948538079,-493.6285382886378,-504.3681205950883
"<s> ""  वे कहते हैं, ""ऐसे मामलों में फोन उठाने या मैसेज़ पाने वाले शख़्स को ऐसे मैसेज़ या फोन पर आंख बंद करके भरोसा नहीं करना चाहिए. </s>",-293.49663586891353,-293.5846540041285,-427.82002258019236,-556.555549421648,-556.5391063258224,-577.1804354497002,-746.0375701300708,-746.0375701300708,-746.0375701300708,-718.4065490141422,-718.4065490141422,-718.4065490141422
"<s> थेम के पास स्थित एक बड़े पर्यटन स्थल नामचे में यूथ क्लब के अध्यक्ष मिंगमा शेरपा ने कहा, ""परिणामस्वरूप, बिजली नहीं है और इसकी वजह से दूरसंचार भी ठप पड़ गया है. </s>",-361.3200713403022,-361.2384567217589,-531.3536010471001,-626.9172307124793,-626.8834221962826,-672.9624103943399,-746.6642837127121,-742.6144026194958,-792.1361481356073,-812.7038268768576,-811.1876391572986,-825.629756340182
"<s> मतलब, जाएगी तो बल्ले पर लग कर जाएगी और अंदर जाएगी तो पैड से लगकर जाएगी. </s>",-169.673088232678,-169.62524429203953,-265.0070241391994,-355.87021708854144,-355.8773873373714,-357.46042516992213,-442.09633785485676,-442.09633785485676,-442.09633785485676,-414.4653167389282,-414.4653167389282,-414.4653167389282
<s> अधिकांश मामलों में संबंधित प्रजातियों का ही इस्तेमाल किया जाता है. </s>,-107.68857194279539,-107.65136922076016,-183.58307623281166,-187.45667629730517,-187.44752156334326,-205.23431238007794,-238.85352755549064,-236.8307812453137,-257.91312956652234,-262.63228806729217,-262.13535373933814,-265.99957978038265
