Sentence,Quad-Add-One,Quad-Add-K,p_quad_token_type
"कंपनी  न्यूट्रीशन  की  लागत  बढ़ाने  के  लिए  जो  न्यूट्रीशन  गाज़ियाबाद  में  तैयार  होता  है  उसे  सोनभद्र  भेजा  जाता  है , जो  महराजगंज  में  तैयार  होता  है  उसे  गाज़ियाबाद  भेजा  जाता  है .",4.199173232175432e-253,3.8518694023204204e-247,3.002622350004226e-274
"मां  को  तुरंत  अस्पताल  ले  गया , लेकिन  उनकी  मौत  हो  गई ।",1.1897406207245478e-104,5.61604958305493e-102,1.7142737462857233e-126
वहां  मौजूद  लोगों  ने  आजादी  के  हक  में  नारे  बुलंद  किए ।,2.6696953825006834e-85,5.002851019762041e-82,8.011674591955271e-102
बेगूसराय  में  बेगूसराय  पुलिस  को  गुप्त  सूचना  एवं  मोबाइल  सर्विलांस  के  आधार  पर  एक  बड़ी  सफलता  हाथ  लगी  है ।,4.339881278319095e-137,6.309691689519699e-132,4.903552479415663e-164
"पुराने  भवन  की  लाइन  पुरानी  है , इसे  बदलने  के  लिए  प्रयास  जारी  हैं ।",1.6089942707566923e-126,1.831244205669276e-123,4.789290893396369e-142
"मुख्य  चुनाव  आयुक्त  सुनील  अरोड़ा  ने  चुनाव  तारीखों  का  ऐलान  करते  हुए  कहा  था  कि  बिहार  विधानसभा  चुनाव  की  तरह  बंगाल , असम , केरल , तमिलनाडु  और  पुडुचेरी  में  भी  मतदान  के  लिए  1 घंटा  अधिक  मिलेगा ।",1.0062392983974082e-302,1.9387283025568948e-294,0.0
उनके  स्टारडम  के  बल  पर  फिल्म  ने  100 करोड़  का  आंकड़ा  तो  छू  लिया  लेकिन  लगता  है  इसके  आगे  बढ़ने  में  फिल्म  को  बहुत  मुश्किल  होने  वाली  है ।,3.950826498892936e-210,6.692656858041475e-204,5.0223760869585696e-234
मृतका  के  मुंह  पर  टेप  चिपका  हुआ  था ।,5.8679813777433335e-64,1.9985296452616388e-61,1.7128461212053726e-78
संसद  में  भी  इस  मुद्दे  पर  फूट  पड़ने  लगी  है .,3.4020174670454955e-76,4.705887379791336e-73,4.789406796032248e-94
"इस  पेड़  के  कारण  तीन  साल  पहले  नगर  विकास  न्यास  प्रशासन  की  ओर  से  बनाए  गए  शौचालय  की  नींव  जर्जर  हो  गई  थी , इस  कारण  पुराना  शौचालय  की  सुविधा  बंद  कर  दी  गई  थी ।",1.728505638014562e-264,6.146952771886266e-257,2.365221445621256e-305
कोरोना  संक्रमण  व  अन्य  बीमारी  से  गांव  में  एक  माह  में  करीब  40 लोगों  की  जान  चली  गई ।,3.609868800499044e-124,8.479439196251635e-119,2.9334316617100715e-156
उन्होंने  कहा  कि  इसके  लिए  डिपो  का  समस्त  स्टाफ  बधाई  का  पात्र  है ।,2.848249697558684e-89,1.3297252150478145e-85,2.255932038577592e-117
"किसान  आंदोलन  में  खालिस्तानी  झंडों  के  साथ  उपद्रवी  तत्व  मौजूद  हैं , लेकिन  किसान  नेता  उन  लोगों  की  पहचान  के  लिए  क्या  कर  सकते  हैं ?",3.259936391668697e-195,3.338430236956426e-189,1.3716148911946822e-227
"इनमें  दो  वर्तमान  केंद्रीय  मंत्री , तीन  विपक्षी  नेता , एक  संवैधानिक  प्राधिकारी  अथॉरिटी) , सुरक्षा  से  जुड़े  संगठनों  के  पूर्व  एवं  वर्तमान  प्रमुख , कई  प्रशासक  और  40 से  भी  अधिक  वरिष्ठ  पत्रकार  और  कार्यकर्ताओं  के  नंबर  भी  शामिल  थे .",0.0,0.0,0.0
परिवार  के  सभी  लोग  वोट  डालने  जरूर  जाते  हैं ।,1.692797705021064e-67,1.0323704716782354e-64,2.8650706920066858e-86
राजस्थान  में  रिक्त  हुई  राज्यसभा  की  सीट  के  लिए  कांग्रेस  की  तरफ  से  पूर्व  प्रधानमंत्री  मनमोहन  सिंह  प्रत्याशी  होंगे .,1.3209974144177356e-138,2.1939181339307848e-133,4.903769299962556e-164
उन्होंने  आवेदन  में  लिखा  है  कि  मेरी  शादी  पांच  वर्ष  पूर्व  हुई  थी  उसी  समय  मेरे  ससुराल  वाले  दहेज  को  लेकर  प्रताड़ित  करते  हैं ।,1.902999207994881e-172,4.263480833999461e-166,6.444604588768541e-203
योजना  का  लाभ  सभी  जाति  धर्म  की  उन  छात्राओं  को  ही  मिलेगा  जिनके  अभिभावकों  की  वार्षिक  आय  35 हजार  रुपये  है ।,3.791873187611974e-159,3.965558896527239e-154,1.3714763516919514e-179
"याद  कीजिए , जब  पिछली  बार  आपके  घर  में  लगे  सीएफएल  ने  काम  करना  बंद  कर  दिया  था ।",2.643794139484609e-146,2.3530221288510134e-142,3.749311258234411e-173
